Generation,Mean,Best
35,29.91317174525306,93.1698729810778
36,29.793518757801586,93.1698729810778
37,30.820949672813605,93.1698729810778
38,32.604430563689675,93.1698729810778
39,30.508802049637765,93.1698729810778
40,29.481877254332478,93.1698729810778
41,28.584169923895615,93.1698729810778
42,32.098487260132025,93.1698729810778
43,27.126640749182265,93.1698729810778
44,28.473371320467812,93.1698729810778
45,25.918681884442133,93.1698729810778
46,23.47914167695377,93.1698729810778
47,23.92443643000688,93.1698729810778
48,24.015924522725143,93.1698729810778
49,25.01374771417075,93.1698729810778
-1,-1,-1
0,-3.8570396818338373,78.68742807605587
1,-3.5505260754490386,78.68742807605587
2,-1.2505941723859362,78.68742807605587
3,0.961821301800189,78.68742807605587
4,3.2463827742824423,78.68742807605587
5,5.585422773005974,78.68742807605587
6,7.256729131544876,78.68742807605587
7,8.093676086261897,78.68742807605587
8,9.194055060812119,78.68742807605587
9,10.248738826973531,78.68742807605587
10,10.541711394569493,78.68742807605587
11,11.13272987640747,78.68742807605587
12,11.63469070583277,78.68742807605587
13,12.668570419739295,78.68742807605587
14,12.146928734043318,78.68742807605587
15,13.46476724591089,78.68742807605587
16,13.476762545211828,78.68742807605587
17,13.942201820172833,78.68742807605587
18,14.40662231953826,78.68742807605587
19,14.053857392363176,78.68742807605587
20,15.12293388515769,78.68742807605587
21,15.581837026031215,78.68742807605587
22,15.475386897117055,78.68742807605587
23,15.940065516402347,78.68742807605587
24,16.087539143333252,78.68742807605587
25,16.35953498726906,78.68742807605587
26,16.110363751171274,78.68742807605587
27,16.505245349705913,78.68742807605587
28,15.257409052073916,78.68742807605587
29,16.09283438515874,78.68742807605587
30,17.561188000064778,78.68742807605587
31,15.738058829656904,78.68742807605587
32,16.65764334161913,78.68742807605587
33,17.757582670421996,78.68742807605587
34,17.756524628692215,78.68742807605587
35,18.60578975243888,78.68742807605587
36,19.529394912677812,78.68742807605587
37,18.849440832995814,78.68742807605587
38,18.872164086258866,78.68742807605587
39,20.05181090808002,78.68742807605587
40,20.465957965718378,78.68742807605587
41,18.462838401644063,78.68742807605587
42,19.03513014345736,78.68742807605587
43,20.397766961529328,78.68742807605587
44,18.183130582900805,78.68742807605587
45,20.314178470583073,78.68742807605587
46,21.897991091201124,78.68742807605587
47,21.685619363740265,78.68742807605587
48,21.836737131366707,78.68742807605587
49,19.505857015855874,78.68742807605587
-1,-1,-1
