Generation,Mean,Best
0,-6.374461883428189,38.85032595643712
1,-5.4938424055224235,38.85032595643712
2,-5.4938424055224235,38.85032595643712
3,-5.4938424055224235,38.85032595643712
4,-5.4938424055224235,38.85032595643712
5,-5.4938424055224235,38.85032595643712
6,-5.4938424055224235,38.85032595643712
7,-5.554604867126342,38.85032595643712
8,-2.0285653430299178,38.85032595643712
9,-1.1455090131323156,38.85032595643712
10,-0.07658542128694869,38.85032595643712
11,2.262054950987806,38.85032595643712
12,2.043817512846199,38.85032595643712
13,2.4638425712232213,38.85032595643712
14,1.123088569279406,38.85032595643712
15,1.4443882104899313,38.85032595643712
16,0.08706064739891733,38.85032595643712
17,2.538274480867624,38.85032595643712
18,3.600510867689449,38.85032595643712
19,3.1296440379114885,38.85032595643712
20,3.392541311805866,38.85032595643712
21,0.3589380252686694,38.85032595643712
22,1.6962773304964225,38.85032595643712
23,2.329718198532482,38.85032595643712
24,2.8693342485647015,38.85032595643712
25,3.565631291084477,38.85032595643712
26,4.535545985161429,38.85032595643712
27,3.3690201916561544,38.85032595643712
28,3.6078899292392945,38.85032595643712
29,4.255819103401878,38.85032595643712
-1,-1,-1
