Generation,Mean,Best
0,-5.016218608832892,55.04073566992287
1,-4.825636730779347,55.04073566992287
2,-3.2768157411143464,55.04073566992287
3,-1.6018976914435847,55.04073566992287
4,-0.6249709307742392,55.04073566992287
5,-0.16825405998630624,55.04073566992287
6,0.7187564088948302,55.04073566992287
7,1.4701693589811726,55.04073566992287
8,2.3323716762661917,55.04073566992287
9,2.745934740713203,55.04073566992287
10,3.180751218119816,55.04073566992287
11,3.663581117685272,55.04073566992287
12,4.283631823504216,55.04073566992287
13,4.753894426589984,55.04073566992287
14,4.947904867462887,55.04073566992287
15,5.462446952154553,55.04073566992287
16,6.058785261612822,55.04073566992287
17,5.598477884675025,55.04073566992287
18,6.357353698271001,55.04073566992287
19,6.33246452946213,55.04073566992287
20,6.642786022007571,55.04073566992287
21,7.5238571640464995,55.04073566992287
22,7.553485481108758,55.04073566992287
23,7.259420929756261,55.04073566992287
24,7.222980228286623,55.04073566992287
25,7.375315046058016,55.04073566992287
26,7.645705963008105,55.04073566992287
27,7.562304097499309,55.04073566992287
28,7.846528966179074,55.04073566992287
29,8.92592157119079,55.04073566992287
30,8.587109744034446,55.04073566992287
31,9.365188783967708,55.04073566992287
32,9.690805229981397,55.04073566992287
33,10.142599883659836,55.04073566992287
34,9.036972175173528,55.04073566992287
35,9.812643300716335,55.04073566992287
36,10.228525157397,55.04073566992287
37,8.05351247244553,55.04073566992287
38,8.890842202725413,55.04073566992287
39,9.14083890925742,55.04073566992287
40,9.619167821554234,55.04073566992287
41,8.54166248845135,55.04073566992287
42,8.276100959291387,55.04073566992287
43,8.659843931832144,55.04073566992287
44,6.963363031860178,55.04073566992287
45,8.184430298258064,55.04073566992287
46,8.450099638267773,55.04073566992287
47,8.31975434108621,55.04073566992287
48,8.448144414072189,55.04073566992287
49,8.3541720080183,55.04073566992287
-1,-1,-1
0,-4.134211486341914,50.31359318556947
1,-4.570202451857323,50.31359318556947
2,-3.1157267007951224,50.31359318556947
3,-2.162997178634179,50.31359318556947
4,-1.3674861229279638,50.31359318556947
5,-0.6762298627047241,50.31359318556947
6,-0.2587737834547819,50.31359318556947
7,0.2875910838076311,50.31359318556947
8,0.9598476420429647,50.31359318556947
9,1.069599505391985,50.31359318556947
10,1.2128432829707363,50.31359318556947
11,1.8784812302621448,50.31359318556947
12,1.6971512528190436,50.31359318556947
13,2.221221503673085,50.31359318556947
14,2.237420419780134,50.31359318556947
15,2.5623236783940726,50.31359318556947
16,2.866138344343166,50.31359318556947
17,3.430601040636182,50.31359318556947
18,3.3442490099699027,50.31359318556947
19,3.927361870358603,50.31359318556947
20,4.4183092850691414,50.31359318556947
21,4.524415903275172,50.31359318556947
22,4.910265339633648,50.31359318556947
23,5.523265173856715,50.31359318556947
24,5.347134793216236,50.31359318556947
25,5.810525414577713,50.31359318556947
26,5.102520165675914,50.31359318556947
27,6.139172106246583,50.31359318556947
28,7.215602094884183,50.31359318556947
29,7.1452047611557905,50.31359318556947
30,7.010045173098206,50.31359318556947
31,7.150855445455133,50.31359318556947
32,7.121834839198718,50.31359318556947
33,7.737572852121513,50.31359318556947
34,6.46611701227715,50.31359318556947
35,5.939939938027441,50.31359318556947
36,6.56202318539862,50.31359318556947
37,5.375199317546057,50.31359318556947
38,5.833601240791573,50.31359318556947
39,6.035056747211338,50.31359318556947
40,5.55412686774498,50.31359318556947
41,5.58691354914125,50.31359318556947
42,4.86763937681619,50.31359318556947
43,4.307880473201613,50.31359318556947
44,4.44078462518219,50.31359318556947
45,4.870271240945165,50.31359318556947
46,4.709979523179701,50.31359318556947
47,6.81309357334708,50.31359318556947
48,4.956901924533147,50.31359318556947
49,3.7165442869096457,50.31359318556947
-1,-1,-1
