Iteration,Generation,Mean,Stdev,Best
4,0,-4.652246258516156,4.995635729445146,17.8591665959626
4,1,-5.047585044336526,4.308438768484125,28.255984271118834
4,2,-4.101344936878847,5.486295469079163,28.255984271118834
4,3,-3.420916482966873,6.290778701850278,28.255984271118834
4,4,-2.9417437468062824,6.692412289155627,28.255984271118834
4,5,-2.473141468007354,7.160318800383211,28.255984271118834
4,6,-2.2483781347283953,7.523245717956595,28.255984271118834
4,7,-1.5454940917825635,8.02018708675191,28.255984271118834
4,8,-1.5247042594111206,8.311580353734772,28.255984271118834
4,9,-1.4466433063780213,8.579244369740215,28.255984271118834
4,10,-1.2338255314343676,8.858789951421535,45.3887050481402
4,11,-1.044944692195071,8.91079159003899,45.3887050481402
4,12,-1.2506041212990069,9.00720510006378,45.3887050481402
4,13,-0.9357855635526199,9.274434907971223,45.3887050481402
4,14,-1.1131656644558148,9.210293853611127,45.3887050481402
4,15,-0.8957913832005505,9.319524365126505,45.3887050481402
4,16,-1.0759660252711112,9.621306630341573,45.3887050481402
4,17,-0.8622323971060046,9.640274981627414,45.3887050481402
4,18,-0.06057682989028733,10.268531081678086,45.3887050481402
4,19,-0.13571882493484186,10.517960390439896,45.3887050481402
4,20,-0.2372078835661231,10.595215791637541,45.3887050481402
4,21,0.036579989077946976,11.240549738863256,45.3887050481402
4,22,0.10993052829239224,11.036959003869875,45.3887050481402
4,23,0.4196097961006242,11.498149338090448,45.3887050481402
4,24,0.07399365894364399,11.818823156507223,45.3887050481402
3,0,-4.526293520624806,6.3603042471310305,17.8591665959626
3,1,-4.731782568307815,4.642282686411682,21.722426495868334
3,2,-3.9142890479375105,5.423738694690994,21.722426495868334
3,3,-3.4910644464137897,6.123176500462088,21.722426495868334
3,4,-2.8610857519811312,6.576588304159933,21.722426495868334
3,5,-2.6253561336362226,7.050508776090003,21.722426495868334
3,6,-2.323727139449732,7.2990865068206565,21.722426495868334
3,7,-1.8231441984341792,7.9057112936817076,28.03954262184911
3,8,-1.467746748227263,8.35032045875364,28.03954262184911
3,9,-1.4388550175794157,8.500445624703321,28.03954262184911
3,10,-1.4121378509396956,8.638985025089692,28.03954262184911
3,11,-0.979554153779343,8.946704292141051,28.03954262184911
3,12,-0.6338039597877736,9.14783409650957,28.03954262184911
3,13,-0.7874387838946686,9.406755295285274,28.03954262184911
3,14,-0.8186210349311448,9.463994227955173,28.03954262184911
3,15,-0.10247586806979767,9.749091825319557,28.03954262184911
3,16,-0.6331606952730071,9.694094163654988,28.03954262184911
3,17,-0.3341179290579198,9.720582590306847,28.03954262184911
3,18,-0.6064509442688566,9.84595411382979,28.03954262184911
3,19,-0.7247078391093639,9.973312845287968,28.205467157638527
3,20,0.0735805052916643,10.299351003747027,28.205467157638527
3,21,-0.559233907642522,10.217593520149236,28.205467157638527
3,22,0.3632142623533866,10.508604057172246,28.205467157638527
3,23,-0.24840353286642924,10.45983998202707,28.205467157638527
3,24,0.32279879794919564,10.618935377836067,28.205467157638527
6,0,-5.936338218301297,0.5496037242094736,0
6,1,-5.280773830437475,3.4868793651873755,21.314537602233422
6,2,-4.285256330480441,4.8054903322478095,21.314537602233422
6,3,-3.5049672171233155,5.796630416105328,26.066032829104675
6,4,-2.910699222848011,6.449428436197557,26.066032829104675
6,5,-2.3983605906975143,7.016400604197158,26.066032829104675
6,6,-1.8065506672372706,7.631002464461053,26.066032829104675
6,7,-1.8606065935791707,7.766647842916973,26.066032829104675
6,8,-1.4976097272019249,8.286451994553826,26.066032829104675
6,9,-1.2056650762445094,8.561754001793055,27.14094242178759
6,10,-1.1450637611191499,8.825265145950642,27.14094242178759
6,11,-1.0690412926368131,8.768254119060744,27.14094242178759
6,12,-1.0128786184181668,8.935187139594444,27.14094242178759
6,13,-0.7743385070580564,9.259649232458525,27.980221760285854
6,14,-0.7641042720069005,9.274116903210892,27.980221760285854
6,15,-0.6390198148933571,9.55119403349651,27.980221760285854
6,16,-0.506859006865932,9.60301794382757,27.980221760285854
6,17,-0.7159621159477411,9.669527566386744,27.980221760285854
6,18,-0.8670568755969559,9.844518171817368,27.980221760285854
6,19,-0.5338027243922617,9.72047821067442,27.980221760285854
6,20,-0.647303094134208,9.959951843063644,27.980221760285854
6,21,-0.5685439702567129,9.944523380448924,27.980221760285854
6,22,-0.4497896227438705,10.017376702393332,27.980221760285854
6,23,-0.437331105500766,10.097839426760222,27.980221760285854
6,24,-0.789887126536091,9.844117215994807,27.980221760285854
9,0,-5.882664479049725,0.5428301460985895,0
9,1,-5.096369614748023,3.534628590080752,21.03024353244925
9,2,-4.331256726850572,4.951485184216299,46.81015217095354
9,3,-3.8176793459774454,5.851472308914039,46.81015217095354
9,4,-3.144670700037572,6.481897222723838,46.81015217095354
9,5,-2.7136421464394602,6.990211921112713,46.81015217095354
9,6,-2.0304503516287413,7.773984845246752,46.81015217095354
9,7,-1.8863622880712592,8.101150488524048,46.81015217095354
9,8,-1.9117327565217401,8.242154947206899,46.81015217095354
9,9,-1.3127074717973706,8.633869559714142,46.81015217095354
9,10,-1.0604431449843117,8.95835412145354,46.81015217095354
9,11,-1.0669677465105756,9.10619627094415,46.81015217095354
9,12,-0.9358380574737227,9.295839677595016,46.81015217095354
9,13,-0.6014554747325711,9.705505692529101,46.81015217095354
9,14,-0.5193508016085662,9.981220651435885,46.81015217095354
9,15,-0.44944793634118674,9.948723774684966,46.81015217095354
9,16,-0.3896117780055571,10.433874213726119,46.81015217095354
9,17,-0.38450761316984927,10.539146215141983,46.81015217095354
9,18,-0.045304751393491265,10.581738448122845,46.81015217095354
9,19,0.04029606042839474,11.031954029569812,46.81015217095354
9,20,-0.04718265948893018,11.046130612443005,46.81015217095354
9,21,0.37350654028911207,11.535456117396313,46.81015217095354
9,22,0.11769509658447799,11.23822679972816,46.81015217095354
9,23,0.563561448199388,11.973071530949865,46.81015217095354
9,24,0.5225713033274696,11.906364130270175,46.81015217095354
5,0,-4.6785161197440575,5.073431213093075,17.8591665959626
5,1,-5.0837378133406705,3.9701015867552774,17.996317869994293
5,2,-4.328033989224317,4.930593429792015,17.996317869994293
