Generation,Mean,Best
0,-5.389483094152518,44.31290676923054
1,-5.174388773822874,44.31290676923054
2,-3.8326888787989897,44.31290676923054
3,-3.3952286538476555,44.31290676923054
4,-2.8470362984360893,44.31290676923054
5,-2.312087083437105,44.31290676923054
6,-1.479998426953932,44.31290676923054
7,-0.5519250280075407,44.31290676923054
8,0.5522827065271456,44.31290676923054
9,0.7313861359557108,44.31290676923054
10,0.4134099148858044,44.31290676923054
11,1.2684744777281436,44.31290676923054
12,2.188530021231468,44.31290676923054
13,2.233364235307839,44.31290676923054
14,2.5652241490278374,44.31290676923054
15,3.409052019340959,44.31290676923054
16,4.072743815176346,44.31290676923054
17,4.504875376549562,44.31290676923054
18,3.705924496262178,44.31290676923054
19,3.091401130023554,44.31290676923054
20,3.3131837439572545,44.31290676923054
21,4.31677492526356,44.31290676923054
22,2.6160800552312047,44.31290676923054
23,3.8448041802954904,44.31290676923054
24,3.6895812354182413,44.31290676923054
25,3.495524345368765,44.31290676923054
26,4.853639070167413,44.31290676923054
27,3.1040880375455364,44.31290676923054
28,4.313334173568001,44.31290676923054
29,4.00056448766278,44.31290676923054
30,4.981139318424937,44.31290676923054
31,5.1317185502183325,44.31290676923054
32,4.420332948648052,44.31290676923054
33,4.001586771442601,44.31290676923054
34,3.8133489235901266,44.31290676923054
35,4.308065048346523,44.31290676923054
36,4.298989409733981,44.31290676923054
37,6.36017641169862,44.31290676923054
38,5.118863250281744,44.31290676923054
39,5.019986137661192,44.31290676923054
40,5.004910915208793,44.31290676923054
41,5.488332691295019,44.31290676923054
42,4.836434985337295,44.31290676923054
43,5.188181238669306,44.31290676923054
44,4.879370005702722,44.31290676923054
45,3.268871019989433,44.31290676923054
46,7.816694847377375,44.31290676923054
47,5.749416338289469,44.31290676923054
48,4.466227665962993,44.31290676923054
49,4.492622410432356,44.31290676923054
-1,-1,-1
0,-3.3035848907403094,43.85286607991689
1,-4.600884770978424,43.85286607991689
2,-4.397337780628999,43.85286607991689
3,-3.5617618385115053,43.85286607991689
4,-2.84475970655338,43.85286607991689
5,-2.273015998023264,43.85286607991689
6,-2.2767442229550157,43.85286607991689
7,-1.63215521320198,43.85286607991689
8,-1.2098328399911018,43.85286607991689
9,-0.7422837658620626,43.85286607991689
10,0.01813603271056795,43.85286607991689
11,0.25208847167370824,43.85286607991689
12,1.1529938288848884,43.85286607991689
13,2.073157038492645,43.85286607991689
14,2.2900790964315134,43.85286607991689
15,2.611592970509429,43.85286607991689
16,2.5278853686320657,43.85286607991689
17,2.703836111409527,43.85286607991689
18,4.129639062806546,43.85286607991689
19,4.317340273053673,43.85286607991689
20,4.693102055827003,43.85286607991689
21,4.277107374928212,43.85286607991689
22,5.296792863995894,43.85286607991689
23,4.6756684263996,43.85286607991689
24,4.39403274204146,43.85286607991689
25,4.560081497310077,43.85286607991689
26,5.176531571254119,43.85286607991689
27,4.760206420056439,43.85286607991689
28,4.7143469174360035,43.85286607991689
29,4.513501916248538,43.85286607991689
30,4.973723496260389,43.85286607991689
31,6.032755983220629,43.85286607991689
32,6.358933772457988,43.85286607991689
33,7.281471573707707,43.85286607991689
34,5.88661474320017,43.85286607991689
35,5.997929952077936,43.85286607991689
36,6.30473119275475,43.85286607991689
37,7.182514750697183,43.85286607991689
38,6.659126922396861,43.85286607991689
39,6.2718020433396555,43.85286607991689
40,5.601727809506522,43.85286607991689
41,4.995709537715289,43.85286607991689
42,6.860821644339226,43.85286607991689
43,7.582457513837409,43.85286607991689
44,4.236916514914244,43.85286607991689
45,7.347139193626556,43.85286607991689
46,6.531348852941735,43.85286607991689
47,9.054095314247496,43.85286607991689
48,6.8634327281338425,43.85286607991689
49,5.297616684552366,43.85286607991689
-1,-1,-1
